CustID,Age,Province,Years,CreditLimit,Payment,Min_payment,Ndefault,Balance,Balance_Freq,N_purchases,LastPurchase,MaxPurchase,Inst_purchase,Advance,Count_Advance_Tx,Purchase_Freq,Installment_Freq,Advance_Freq,Pct_full_payment
866,22,Bangkok,6,90000,10653.32527,1781.15434,0,832.79345,1,23,10801.1,0,10801.1,0,1,1,0,0,1
867,25,Bangkok,6,90000,3236.83167,3449.73051,0,13502.86625,1,12,6423.3,6423.3,0,0,0.5,0,0,0,0
868,37,Bangkok,5,90000,16002.72221,5971.59149,0,31212.67822,0.888889,8,41395.6,41395.6,0,21644.43745,0.333333,0,0.222222,3,0
869,31,Bangkok,6,90000,61231.11421,4302.09133,0,14443.65154,0.727273,5,7801.4,699,7102.4,21440.96165,0.416667,0.25,0.25,6,0.285714
870,20,Bangkok,6,90000,27688.21579,2670.93439,0,9391.52528,1,5,33932.5,33645.9,776.6,0,0.25,0.083333,0,0,0
871,33,Nontaburi,6,90000,738.95095,1998.84984,0,956.45669,0.272727,3,5664.3,4638,1026.3,0,0.166667,0.083333,0,0,0
872,39,Bangkok,6,90000,24613.20337,1583.39807,0,3803.84776,0.545455,2,11880,11880,0,0,0.083333,0,0,0,0
873,41,Chaingmai,6,90000,45081.12909,9358.39831,0,35085.60867,1,0,0,0,0,13510.46828,0,0,0.083333,2,0
874,24,Bangkok,6,90000,5687.811,305284.324,0,60905.22273,1,1,221.6,221.6,0,0,0.083333,0,0,0,0
875,24,Bangkok,6,90000,6384.03004,7832.07678,0,13935.27992,0.818182,0,0,0,0,10975.72252,0,0,0.083333,1,0
876,25,Bangkok,6,90000,16799.43402,1912.34533,0,1899.69435,1,19,20715.5,20015.5,700,287.253462,1,0.166667,0.083333,1,1
877,32,Bangkok,6,90000,20935.51911,1698.1431,0,1565.36773,1,35,19036.6,17880.8,1155.8,0,0.833333,0.166667,0,0,1
878,35,Chaingmai,6,90000,60624.41603,10923.03319,0,34370.33859,1,18,18587,18587,0,21418.12964,0.583333,0,0.833333,26,0
879,40,Chaingmai,6,90000,61203.23572,18032.15713,0,38502.06279,1,22,24345,23721,624,40454.51906,0.5,0.166667,0.666667,22,0
880,35,Nontaburi,6,90000,7073.86471,181.13017,0,750.39332,0.272727,5,5880.5,5880.5,0,0,0.166667,0,0,0,0
881,27,Bangkok,6,90000,11529.45008,5933.11661,0,22497.31727,1,31,25985.4,19410.8,6574.6,0,1,1,0,0,0
882,26,Bangkok,6,90000,8722.41096,9857.84518,1,36610.51976,1,13,7640,5154.5,2485.5,7219.906998,0.166667,0.166667,0.25,3,0
883,21,Chaingmai,6,90000,87138.47904,16772.90468,0,41838.77488,1,19,3537.5,0,3537.5,24822.88378,0.833333,0.833333,0.25,6,0
884,36,Chaingmai,6,90000,22992.18749,29884.30055,0,74224.44145,1,2,1482.9,1482.9,0,55878.57112,0.083333,0,0.416667,17,0
885,25,Chaingmai,6,90000,101141.8854,2098.81639,0,9726.65818,1,248,105491.9,91804.1,13687.8,0,1,1,0,0,1
886,23,Bangkok,6,90000,23955.48466,1780.54329,0,3113.57,0.818182,18,22830.7,22830.7,0,0,0.666667,0,0,0,1
887,31,Nontaburi,6,90000,5261.20039,1699.00038,0,673.2184,1,20,6851.5,5676.5,1175,0,1,0.416667,0,0,0.3
888,43,Phuket,6,90000,109092.0512,20077.53774,0,57051.9862,0.909091,2,9426.8,9426.8,0,14596.28792,0.181818,0,0.090909,2,0
889,40,Bangkok,6,90000,10682.12206,18948.26566,0,58682.06909,1,45,9115.6,6830,2285.6,34567.9205,0.833333,0.75,0.833333,45,0
890,36,Chaingmai,6,90000,18242.44866,22594.61833,0,87675.693,1,0,0,0,0,27492.39243,0,0,0.25,10,0
891,37,Chaingmai,6,90000,51717.93236,9296.86078,0,36307.71485,1,0,0,0,0,63116.89512,0,0,0.666667,15,0.090909
892,35,Bangkok,6,90000,16598.76332,14116.13705,1,59426.83036,1,15,9764.5,8974.5,790,11781.37351,0.583333,0.166667,0.166667,2,0
893,25,Chaingmai,6,90000,96866.14183,2632.50811,0,12293.97644,1,176,114144.8,67543.8,46601,0,1,1,0,0,0.916667
894,30,Nontaburi,6,90000,5260.87388,1777.21392,1,2833.0016,1,9,4613.6,0,4613.6,0,0.666667,0.666667,0,0,0
895,45,Chaingmai,4,90000,13141.92386,20626.36412,0,73399.43073,0.875,0,0,0,0,54740.91382,0,0,0.375,11,0
896,24,Nontaburi,4,90000,6724.46893,1053.50665,0,1658.08096,0.714286,16,9811.9,8233.9,1578,0,0.714286,0.285714,0,0,0.25
897,37,Bangkok,6,90000,22586.47459,1902.1182,0,2870.99648,0.818182,33,26936.4,6405,20531.4,0,0.75,0.75,0,0,0.125
898,25,Bangkok,6,90000,30958.31769,1778.79065,0,2627.23622,0.818182,26,23650.7,21250.7,2400,0,0.75,0.416667,0,0,0.636364
899,34,Bangkok,6,90000,36031.47293,12071.17316,0,35295.87012,1,0,0,0,0,23815.94989,0,0,0.666667,14,0
900,23,Bangkok,6,90000,40019.42901,1679.98751,0,3545.27499,1,62,37514.2,12014.2,25500,0,1,1,0,0,1
901,55,Phuket,6,90000,158247.3587,33640.21248,0,53830.84424,1,135,97366.1,36845.2,60520.9,17793.94081,1,1,0.25,7,0.083333
902,27,Bangkok,6,90000,9227.1497,1715.95701,0,942.80326,1,21,8460.6,3124,5336.6,0,1,0.916667,0,0,0.75
903,32,Bangkok,6,90000,7189.5107,11604.39791,0,34147.80266,1,0,0,0,0,49587.62063,0,0,0.181818,9,0
904,39,Bangkok,6,90000,22669.03508,3852.37167,0,10758.25135,1,1,320,320,0,11156.52636,0.083333,0,0.666667,23,0
905,60,Phuket,6,90000,107205.7047,32845.28716,0,84351.92572,1,0,0,0,0,50518.99962,0,0,0.25,15,0
906,21,Chaingmai,4,90000,78210.35049,4223.08422,0,27963.79188,1,2,447,0,447,28595.49783,0.285714,0.142857,0.428571,4,0
907,29,Nontaburi,5,90000,0,0,0,122.81874,0.1,2,1531.1,1531.1,0,0,0.2,0,0,0,0
908,26,Bangkok,6,90000,11567.83897,16153.17615,0,46770.21295,1,36,17986.6,13642.2,4344.4,9417.462612,0.916667,0.916667,0.416667,6,0
909,31,Bangkok,6,90000,60834.26724,2047.63572,0,5984.23093,1,53,58355.7,39747,18608.7,0,1,0.75,0,0,0.916667
910,37,Bangkok,6,90000,10417.07049,1924.52296,0,3921.94003,1,2,7881.4,7881.4,0,0,0.166667,0,0,0,0
911,34,Nontaburi,6,90000,3261.68469,2025.8767,0,1530.03135,1,10,962,0,962,0,0.833333,0.833333,0,0,0
912,23,Bangkok,6,90000,8544.31761,6819.59088,0,26890.40221,1,0,0,0,0,17572.02627,0,0,0.083333,2,0
913,29,Chaingmai,6,90000,87788.7795,14703.61933,0,47052.94706,1,0,0,0,0,59364.40401,0,0,0.916667,30,0
914,44,Chaingmai,5,90000,47763.70808,8366.41054,1,35735.83803,0.888889,6,25134.6,25134.6,0,37087.40214,0.222222,0,0.444444,12,0
915,36,Bangkok,6,90000,7505.43668,11315.88644,0,32076.05367,0.909091,0,0,0,0,22600.7298,0,0,0.090909,5,0
916,28,Bangkok,6,90000,9363.26494,1800.02457,0,1261.34681,1,12,11971.2,11971.2,0,0,1,0,0,0,0.454545
917,37,Phuket,6,90000,8612.51403,9063.90801,0,28957.65754,0.909091,8,27533.5,19600,7933.5,0,0.727273,0.636364,0,0,0
918,25,Chaingmai,6,90000,15411.13331,44030.24728,0,85592.36795,1,1,1700,1700,0,19561.77647,0.083333,0,0.25,11,0
919,36,Bangkok,6,90000,10724.33416,13110.61985,1,41647.96859,1,16,7846.3,6175.4,1670.9,0,0.454545,0.181818,0,0,0
920,41,Bangkok,6,90000,10108.45518,9175.67262,0,45565.37803,0.909091,1,14500,14500,0,13564.41414,0.090909,0,0.181818,2,0
921,24,Phuket,6,90000,17118.9518,3131.31912,0,15101.11755,1,23,18952.5,5415.7,13536.8,0,1,0.75,0,0,0
922,33,Bangkok,6,90000,10914.24125,10486.61408,1,34908.55736,1,3,10394.8,10394.8,0,25205.94752,0.083333,0,0.25,10,0
923,28,Bangkok,6,90000,13698.94805,17912.51295,1,60014.28376,1,0,0,0,0,14428.97827,0,0,0.166667,2,0
924,24,Nontaburi,6,90000,6629.51526,1832.75472,0,1662.95463,0.909091,12,4492.6,4492.6,0,47367.4729,1,0,0.083333,1,0.181818
925,28,Nontaburi,6,90000,4235.64594,1748.71144,0,1153.76754,1,13,4481.5,4481.5,0,0,1,0,0,0,0
926,36,Bangkok,6,90000,10701.49971,2352.41959,0,10231.24791,1,25,15379.3,10936.7,4442.6,1482.25182,0.75,0.583333,0.083333,1,0
927,36,Bangkok,6,90000,11291.28267,13625.81887,0,27354.80264,0.636364,4,1000,0,1000,41788.68032,0.333333,0.25,0.5,11,0
928,39,Chaingmai,6,90000,13708.58877,17571.48202,0,68773.33016,1,0,0,0,0,22806.9036,0,0,0.25,3,0
929,34,Bangkok,6,90000,55574.60834,0,0,0,0,6,1997.3,220,1777.3,0,0.454545,0.454545,0,0,0
930,49,Nakornratchasima,6,90000,341070.7499,7619.62503,0,2685.77278,0.181818,0,0,0,0,33754.79056,0,0,0.083333,1,1
931,25,Bangkok,6,90000,62005.50587,1142.3108,0,1983.77577,0.636364,0,0,0,0,23296.10168,0,0,0.25,7,0.5
932,36,Nontaburi,6,90000,1951.7029,2190.56873,0,7339.88674,1,1,834.7,834.7,0,0,0.083333,0,0,0,0
933,47,Phuket,6,90000,100368.0464,19150.72549,1,55003.16126,1,0,0,0,0,29585.98954,0,0,0.166667,6,0.083333
934,26,Chaingmai,6,90000,57736.61106,63385.27589,1,67739.41979,1,30,142150,142150,0,2788.77297,0.583333,0,0.083333,1,0
935,38,Chaingmai,6,90000,67911.82982,8269.07399,0,22628.25216,0.727273,4,2212,2212,0,0,0.166667,0,0,0,0.125
936,36,Chaingmai,6,90000,15920.64294,14977.15051,0,63698.95861,1,8,3356.8,0,3356.8,15645.18475,0.666667,0.583333,0.5,7,0
937,31,Chaingmai,6,90000,32065.4505,39896.03092,1,76821.2519,1,2,6630,6630,0,33095.79805,0.083333,0,0.666667,30,0
939,35,Chaingmai,6,90000,24340.69001,40081.54371,0,88974.37228,1,75,37105.7,16000,21105.7,3528.31017,1,0.916667,0.083333,2,0
940,43,Bangkok,6,90000,13296.00846,9475.56185,0,45265.91303,1,11,18065,9765,8300,26126.94718,0.5,0.166667,0.333333,5,0
941,41,Bangkok,6,90000,10425.1532,13072.89892,0,44325.14906,1,12,15437.5,15437.5,0,13130.87085,0.75,0,0.5,11,0
942,33,Bangkok,6,90000,16094.48663,14101.3097,0,48616.92801,1,4,542.5,0,542.5,17916.23935,0.333333,0.333333,0.333333,6,0
943,32,Bangkok,6,90000,14802.83481,19230.71434,0,53793.84053,1,6,5010.9,5010.9,0,0,0.416667,0,0,0,0
944,35,Phuket,6,90000,22688.64868,2111.68736,0,4259.66019,1,8,22193.3,20605,1588.3,0,0.416667,0.333333,0,0,0.083333
945,25,Chaingmai,6,90000,74863.98825,2363.19631,0,8773.54533,1,105,69542.8,64414,5128.8,370.757712,1,1,0.083333,1,0.166667
946,28,Bangkok,6,90000,13921.04949,4941.97293,0,21587.54686,1,0,0,0,0,18166.35242,0,0,0.5,7,0
947,50,Chaingmai,6,90000,37238.33142,46504.1017,0,81618.4873,1,91,55190,49864.3,5325.7,0,1,0.583333,0,0,0
949,34,Nontaburi,6,90000,2617.79201,1632.08033,0,258.97329,1,12,2996.5,2996.5,0,0,1,0,0,0,0.818182
950,37,Bangkok,5,90000,8979.8134,15849.79751,0,37742.77331,0.7,0,0,0,0,47466.16685,0,0,0.5,11,0
951,25,Chaingmai,5,90000,20348.24228,13726.63864,0,60468.21082,1,3,5024.8,5024.8,0,18859.30813,0.2,0,0.2,2,0
952,40,Chaingmai,6,90000,77932.79324,2336.62599,0,8680.44414,1,46,84439.7,75069.9,9369.8,9824.496666,1,0.583333,0.25,6,0.909091
953,27,Nontaburi,6,90000,4797.65654,1407.12772,0,410.80375,0.818182,8,2800,0,2800,0,0.666667,0.666667,0,0,0.5
954,24,Nontaburi,6,90000,182.08604,741.6386,0,1485.11058,0.363636,5,5622.4,3490,2132.4,0,0.333333,0.25,0,0,0
955,32,Bangkok,6,90000,6173.59054,5691.152,0,23600.86196,1,0,0,0,0,5526.402756,0,0,0.333333,5,0
956,23,Nontaburi,6,90000,998.76601,1491.79856,1,301.86422,0.909091,15,3459.9,1200,2259.9,0,0.666667,0.583333,0,0,0.083333
957,27,Bangkok,6,90000,13554.83086,10397.94118,0,44792.51427,1,0,0,0,0,12473.31972,0,0,0.25,4,0
958,31,Bangkok,6,90000,17711.36112,17895.79488,0,58527.50868,1,8,7228,2690,4538,34903.22576,0.5,0.416667,0.416667,10,0
959,25,Bangkok,6,90000,9619.87007,9517.21048,0,18126.1375,0.727273,0,0,0,0,16825.73788,0,0,0.083333,1,0
960,24,Bangkok,6,90000,12658.70255,2740.07655,0,10088.64224,1,7,13928.3,13928.3,0,0,0.333333,0,0,0,0
961,44,Bangkok,6,90000,37378.38893,6303.62106,0,22550.56361,0.909091,2,1229.9,1000,229.9,0,0.166667,0.083333,0,0,0.090909
962,28,Bangkok,6,90000,12307.72375,1965.95495,0,2310.89583,1,12,15479.2,15479.2,0,0,1,0,0,0,0.333333
963,26,Phuket,6,90000,168225.8645,39834.71892,1,48589.2532,1,111,92821.2,15788.6,77032.6,26678.76935,0.833333,0.666667,0.083333,1,0
965,35,Bangkok,6,90000,62709.73592,3075.38576,0,4264.42669,1,0,0,0,0,9718.15593,0,0,0.333333,7,0.2
966,21,Nontaburi,6,90000,816.5922,600.80498,0,14.70582,0.272727,0,0,0,0,108.899676,0,0,0.083333,1,1
967,25,Nontaburi,6,90000,6640.33022,31.9794,0,249.76709,1,12,7206,7206,0,113.910522,1,0,0.083333,1,0
968,20,Chaingmai,6,90000,76578.85804,8831.73758,0,24368.43864,1,17,26479,24950,1529,0,0.833333,0.166667,0,0,0
969,28,Bangkok,6,90000,14285.39668,9306.08759,0,36826.67737,1,34,22146.4,12503,9643.4,0,1,1,0,0,0
970,28,Bangkok,6,90000,14219.54639,14522.49653,0,52566.9533,1,1,1886,1886,0,11606.51218,0.083333,0,0.333333,4,0
971,29,Bangkok,6,90000,11362.24986,1776.05867,0,820.29477,1,49,11263.2,5804.4,5458.8,0,1,1,0,0,0.5
972,35,Phuket,6,90000,21672.93003,5398.80492,1,23683.38673,1,20,13071.8,7625,5446.8,0,0.916667,0.666667,0,0,0
973,26,Bangkok,6,90000,28931.95013,4190.16946,1,19981.5597,1,1,3480,3480,0,11642.14744,0.083333,0,0.083333,1,0
974,35,Chaingmai,6,90000,16208.68564,25683.27034,0,80339.07466,1,1,1590,1590,0,23902.58283,0.083333,0,0.75,24,0
975,39,Bangkok,6,90000,14210.87219,4220.43729,0,11543.81343,1,69,24218.5,4686.5,19532,0,1,1,0,0,0
976,23,Bangkok,5,90000,11322.37548,9601.31857,0,30621.6821,0.9,68,22539.8,9205.4,13334.4,24966.5829,0.9,0.8,0.8,30,0
977,37,Nontaburi,6,90000,4654.66079,1489.14581,0,495.64532,1,13,4335,2739.4,1595.6,0,0.909091,0.909091,0,0,0.272727
978,45,Chaingmai,6,90000,37704.23728,12620.16427,0,51777.74511,1,9,15627.4,9799.9,5827.5,8659.204014,0.666667,0.5,0.166667,4,0
979,25,Bangkok,6,90000,7327.9341,11355.96349,0,36463.0636,1,9,5948.8,1339,4609.8,19691.35037,0.416667,0.333333,0.5,15,0
980,35,Nontaburi,6,90000,7756.01851,1555.18201,0,629.96845,1,14,7797,2900,4897,0,1,0.833333,0,0,0.5
981,37,Bangkok,6,90000,22453.58858,2176.30638,0,7776.16173,0.909091,0,0,0,0,11366.26636,0,0,0.083333,2,0
982,47,Chaingmai,6,90000,87166.74684,2403.32998,0,10191.33646,1,96,92497.3,23260.9,69236.4,0,0.833333,0.833333,0,0,0.3
983,42,Chaingmai,6,90000,73714.59399,27913.66849,0,58611.00691,1,2,647.1,647.1,0,58797.1793,0.083333,0,0.583333,35,0.083333
984,26,Nontaburi,6,88000,5588.1781,1918.64946,0,952.67927,1,14,5716.4,0,5716.4,0,0.75,0.666667,0,0,0
985,33,Phuket,6,88000,17894.70663,9888.43416,0,30533.11301,1,27,18898,12429,6469,1093.257456,0.666667,0.416667,0.083333,1,0
986,20,Chaingmai,6,86000,58834.27252,14884.72099,0,47513.40645,1,5,3098.6,0,3098.6,0,0.5,0.5,0,0,0
987,25,Bangkok,6,85000,14303.41501,13187.1492,0,53159.45594,1,20,15254.4,4698,10556.4,0,1,1,0,0,0
988,21,Bangkok,6,85000,15094.23237,18340.31569,0,53229.94094,1,81,28122,8571.2,19550.8,15062.11771,1,1,0.333333,8,0
989,25,Bangkok,6,85000,35649.77774,6300.0413,0,21141.58683,1,75,55808.5,0,55808.5,0,1,1,0,0,0
990,24,Bangkok,6,85000,10091.85035,11771.49934,0,40148.18167,1,0,0,0,0,5930.137278,0,0,0.083333,1,0
991,38,Bangkok,6,85000,57636.66926,5825.89765,0,24223.11938,1,52,44906.9,34562.5,10344.4,1132.699326,1,1,0.083333,1,0
992,51,Phuket,6,85000,110367.2668,18246.80131,0,65714.84039,1,5,93252.2,93252.2,0,0,0.333333,0,0,0,0
993,36,Bangkok,6,85000,21879.30651,7392.24894,0,30190.19487,1,25,22604.1,13563.3,9040.8,0,0.833333,0.75,0,0,0
994,35,Bangkok,6,85000,43171.91232,2087.3456,0,5359.47221,1,99,45508.1,30169.8,15338.3,2630.814708,1,1,0.083333,1,0.916667
995,24,Bangkok,6,85000,8598.29946,4798.31475,0,15048.2705,1,14,20100,6300,13800,7135.756584,1,1,0.083333,1,0
996,31,Bangkok,6,85000,26905.25687,1926.6679,0,3531.98215,1,21,30856.9,30329.7,527.2,0,1,0.083333,0,0,1
997,20,Nontaburi,6,85000,9184.14211,571.50516,0,417.54778,0.181818,5,6361.5,6361.5,0,0,0.166667,0,0,0,0.181818
998,40,Bangkok,6,85000,17033.32126,11215.10137,0,45437.89386,1,11,2551.2,50,2501.2,0,0.666667,0.5,0,0,0
999,30,Bangkok,6,85000,12302.19396,16469.73276,0,49940.4832,1,30,25068.9,25068.9,0,0,0.75,0,0,0,0
1000,27,Bangkok,6,85000,27687.95805,1998.03721,0,522.29659,1,14,5655,0,5655,606.824274,1,1,0.083333,1,0.25
1001,31,Bangkok,6,85000,5662.92758,2184.97636,0,9112.81862,1,1,700,700,0,0,0.083333,0,0,0,0
1002,35,Nontaburi,3,85000,8146.05178,1094.33095,0,769.3561,0.833333,2,2770,2770,0,0,0.333333,0,0,0,0.333333
1003,27,Bangkok,6,85000,20315.89282,4624.1515,0,18666.08592,1,8,14945,14945,0,0,0.416667,0,0,0,0
1004,28,Bangkok,6,85000,14941.01923,8865.39252,0,39468.76897,1,11,2070,0,2070,9280.366842,0.916667,0.916667,0.5,11,0
1005,45,Chaingmai,6,85000,85719.45329,2047.62568,0,10880.31913,1,194,97346.3,37560.1,59786.2,0,1,1,0,0,0.083333
1006,44,Bangkok,6,85000,45030.7943,8109.09841,0,25159.68879,1,29,18772.4,9269,9503.4,0,0.166667,0.083333,0,0,0.083333
1007,27,Bangkok,6,85000,12270.62915,12084.63027,0,48818.22347,1,0,0,0,0,1343.718252,0,0,0.25,3,0
1008,30,Bangkok,6,85000,43016.00928,1867.39077,0,4329.15949,1,78,44301.7,36286.7,8015,0,1,1,0,0,1
1009,25,Bangkok,6,85000,25011.25038,5415.1241,0,24358.23938,1,8,7493,3935,3558,0,0.583333,0.5,0,0,0
1010,21,Phuket,6,85000,2787.0437,5613.33282,0,17734.45786,1,37,45042.5,29866.6,15175.9,0,0.5,0.416667,0,0,0
1011,34,,6,85000,10062.61579,13135.31481,0,41157.39163,1,0,0,0,0,3241.511148,0,0,0.25,3,0
1012,26,Bangkok,6,85000,0,0,0,46180.91584,1,2,5416.8,5416.8,0,21484.52017,0.166667,0,0.166667,2,0
1013,21,Bangkok,6,85000,0,0,0,39464.21177,1,16,15085.4,15085.4,0,0,1,0,0,0,0
1014,34,Phuket,6,85000,0,0,0,15487.6729,1,24,7236.5,7236.5,0,0,1,0,0,0,0
1015,41,Chaingmai,6,85000,85745.41634,14738.41361,1,50494.42457,1,0,0,0,0,21791.06417,0,0,0.333333,5,0
1016,32,Bangkok,6,85000,16760.90994,2660.69794,0,10268.74467,0.909091,2,1539.6,1539.6,0,0,0.083333,0,0,0,0.090909
1017,23,Bangkok,6,85000,12727.22158,13615.90608,0,53367.43176,1,10,6809.7,6809.7,0,24225.76034,0.583333,0,0.416667,7,0
1018,33,Bangkok,6,85000,5980.12696,3199.96667,0,13731.74839,1,10,2150,0,2150,0,0.25,0.166667,0,0,0
1019,29,Bangkok,6,85000,6174.71865,6482.28886,0,25000.29691,1,8,11035,11035,0,4828.29858,0.333333,0,0.25,4,0
1020,22,Chaingmai,6,85000,73275.89749,11466.30327,0,50863.33429,1,3,5488.9,5488.9,0,43789.86792,0.166667,0,0.5,11,0
1021,27,Bangkok,6,85000,8588.1107,5827.53042,0,24154.12234,1,55,33136.5,19384.4,13752.1,5062.412256,1,1,0.416667,10,0
1022,34,Nontaburi,6,85000,9996.07298,1716.02356,0,735.07271,1,17,8904.5,8904.5,0,0,1,0,0,0,0.363636
1023,37,Chaingmai,6,85000,60007.63458,6822.74622,0,27925.34256,1,12,96613.7,96613.7,0,0,0.416667,0,0,0,0
1024,35,Bangkok,6,85000,5772.47923,4393.37182,0,19164.70203,1,6,3800,0,3800,0,0.5,0.416667,0,0,0
1025,29,Bangkok,6,85000,22198.2375,2243.28091,0,9209.22411,1,15,12279.3,4595.5,7683.8,0,0.916667,0.916667,0,0,0
1026,35,Bangkok,6,85000,9461.05536,2558.64629,1,11680.07346,1,6,5390,390,5000,0,0.545455,0.454545,0,0,0
1027,37,Bangkok,6,85000,22224.90788,1629.99636,0,2223.21892,0.909091,17,24175.4,17091.4,7084,0,0.75,0.5,0,0,1
1028,25,Nontaburi,6,85000,5063.65178,1885.51517,0,4650.33038,1,2,2473.6,2473.6,0,31750.61596,0.25,0,0.166667,9,0.25
1029,39,Bangkok,6,85000,9111.08606,15717.82709,0,41465.27042,1,1,1780,1780,0,4587.477324,0.083333,0,0.333333,4,0
1030,38,Chaingmai,6,85000,77132.62155,2667.49027,0,10505.27038,0.818182,64,88805.9,22694.5,66111.4,0,1,1,0,0,0
1031,23,Bangkok,6,85000,20554.74721,6611.83131,0,27145.95164,1,18,6661,750,5911,1781.535342,0.916667,0.916667,0.083333,1,0
1032,40,Bangkok,6,85000,40895.83027,1524.10485,0,3145.07915,0.727273,13,34922.1,31952.1,2970,0,0.583333,0.166667,0,0,0.833333
1033,24,Bangkok,6,85000,5876.69772,5032.01988,0,21502.12841,1,45,40960.8,32382.7,8578.1,0,1,0.833333,0,0,0
1034,22,Bangkok,6,85000,8301.30725,5824.89074,0,22709.50105,1,12,14034.2,770,13264.2,0,0.916667,0.916667,0,0,0
1035,36,Bangkok,6,85000,31053.12146,1925.61842,0,2792.53475,1,33,32438.6,30025.2,2413.4,0,1,0.916667,0,0,1
1036,39,Bangkok,6,85000,10897.72516,15640.4788,1,48031.22987,1,0,0,0,0,10155.12422,0,0,0.416667,6,0
1038,38,Bangkok,6,85000,6623.87331,2602.77533,0,11276.07606,1,0,0,0,0,1626.55965,0,0,0.083333,1,0
1039,23,Nontaburi,6,85000,4356.00387,1888.36554,0,330.7464,0.909091,6,2864,2312.9,551.1,548.051766,0.5,0.166667,0.083333,1,0.3
1040,36,Nontaburi,6,85000,3713.14009,1780.45751,0,984.27228,1,11,3892.4,0,3892.4,0,0.666667,0.583333,0,0,0
1041,24,Chaingmai,6,85000,26456.90806,25304.38744,0,72480.40967,1,0,0,0,0,23945.78269,0,0,0.666667,24,0
1042,23,Bangkok,6,85000,16253.20799,16083.07521,0,65378.00686,1,29,18859.4,750,18109.4,12598.81513,0.916667,0.916667,0.416667,6,0
1043,31,Bangkok,6,85000,13039.04127,18345.9712,0,67275.39699,1,23,7117.2,6174,943.2,38992.27033,1,1,0.416667,12,0
1044,22,Bangkok,6,85000,18289.65006,13138.83915,0,57158.54635,1,33,21739.9,15561.9,6178,0,0.666667,0.5,0,0,0
1045,35,Bangkok,6,85000,20889.19798,2385.91204,1,9966.19846,0.727273,3,5818,5200,618,0,0.25,0.166667,0,0,0
1046,20,Bangkok,6,85000,13399.697,8804.59505,0,32872.31954,1,0,0,0,0,19143.19229,0,0,0.25,3,0
1047,33,Bangkok,6,85000,14995.98264,1852.17625,0,4227.23099,0.727273,4,3448.6,3448.6,0,0,0.25,0,0,0,0
1048,38,Bangkok,6,85000,37994.66293,4995.36689,1,17774.40238,1,7,784.7,0,784.7,1992.82686,0.5,0.416667,0.083333,2,0
1049,35,Bangkok,6,85000,20221.02581,1826.12129,0,2389.62984,1,48,24026.4,5372.1,18654.3,0,1,1,0,0,1
1050,34,Bangkok,6,85000,13124.81879,12451.53414,1,40681.62699,1,86,33874.7,19381.3,14493.4,0,1,1,0,0,0
1051,22,Bangkok,6,85000,22009.3868,4504.59621,0,19289.71964,1,30,20615.5,3695.5,16920,0,1,1,0,0,0
1052,35,Nontaburi,6,85000,1556.09598,664.65635,0,219.28045,0.909091,2,1904.5,1904.5,0,295.17879,0.166667,0,0.083333,1,0
1053,36,Bangkok,6,85000,37299.48989,4362.53648,0,15147.50841,1,50,38735,26421.4,12313.6,13841.51819,1,1,0.416667,6,0
1054,39,Bangkok,6,85000,9207.48289,7849.29199,0,33388.63375,1,8,7750,3650,4100,0,0.583333,0.416667,0,0,0
1055,39,Bangkok,6,85000,8837.44982,8580.64557,0,37786.09797,1,13,8782.9,6312.7,2470.2,0,0.583333,0.25,0,0,0
1056,30,Bangkok,6,85000,37947.96448,5591.69569,0,20928.55291,1,13,16240.5,12057.5,4183,0,0.5,0.333333,0,0,0.083333
1057,24,Bangkok,6,85000,22178.69091,2196.29629,0,4950.69704,1,34,26103,9026,17077,0,1,1,0,0,0.25
1058,31,Bangkok,6,85000,27648.93686,2467.37259,0,3970.03171,1,98,30420.8,14190.7,16230.1,0,1,1,0,0,0.333333
1059,38,Bangkok,6,85000,25075.87709,979.44748,0,471.07274,0.818182,14,22260.6,0,22260.6,0,1,1,0,0,0.3
1060,26,Bangkok,6,85000,29538.58729,3359.91369,0,7658.80394,0.909091,0,0,0,0,11800.87448,0,0,0.083333,1,0.181818
1061,32,Bangkok,6,85000,34218.46931,4701.92366,0,18482.48809,1,2,3071.2,3071.2,0,0,0.083333,0,0,0,0
1062,39,Bangkok,6,85000,49719.81428,1728.88946,0,5053.33425,0.909091,33,51766.2,51766.2,0,0,0.666667,0,0,0,0.6
1063,22,Chaingmai,6,85000,43650.58558,60197.66066,0,74425.99092,1,24,10800,0,10800,23812.10428,0.666667,0.666667,0.25,29,0
1064,32,Nontaburi,6,85000,2733.83468,3199.05806,0,10613.94006,1,0,0,0,0,1925.219886,0,0,0.333333,8,0
1065,25,Chaingmai,6,85000,17384.15018,17852.69757,0,75435.80736,1,0,0,0,0,17553.34524,0,0,0.083333,9,0
1066,27,Bangkok,6,85000,12608.75219,16224.11952,0,48051.64203,1,0,0,0,0,5697.526824,0,0,0.083333,2,0
1067,35,Nontaburi,6,85000,3781.93141,1021.49848,0,241.725,0.727273,6,2700,0,2700,0,0.818182,0.818182,0,0,0.714286
1068,48,Chaingmai,6,85000,24143.11297,23337.95712,0,80739.09084,1,0,0,0,0,23164.19752,0,0,0.916667,25,0
1069,41,Bangkok,6,85000,23333.14296,8992.22632,0,35698.26878,1,50,30560.6,19943.4,10617.2,0,1,0.833333,0,0,0
