id,date,price,zipcode,lat,long,bedrooms,bathrooms,living_area,land_area,living_area17,land_area17,area_above,area_under,floors,waterfront,viewed,condition,grade,yr_built,yr_renovated
20547,20161024,239000,30188,37.4239,102.292,3,1.5,1330,6540,1400,11500,900,430,1,0,0,3,7,1971,0
20611,20170512,276500,30038,37.4253,102.043,4,2.25,2380,128937,1030,114998,2380,0,1,0,0,4,7,1960,0
20602,20161124,225000,30056,37.497,102.171,3,1,960,6500,1150,6500,960,0,1,0,0,4,5,1954,0
20635,20170205,160000,30168,37.507,102.302,2,1,930,7742,2240,8723,930,0,1,0,0,3,6,1933,0
20607,20170321,365000,30056,37.5082,102.166,3,2,2030,8649,1760,7200,2030,0,1,0,0,3,7,1998,0
20645,20161223,515000,30059,37.5094,102.165,5,1.75,1880,48787,1690,8401,1880,0,2,0,0,3,6,1922,0
20652,20161201,180000,30056,37.505,102.171,3,1,1960,9583,1850,8324,1960,0,2,0,0,2,5,1908,0
20575,20170223,322500,30056,37.5057,102.172,3,2,1190,6445,1920,8195,1190,0,1,0,0,3,7,1996,0
20628,20161017,345000,30056,37.5051,102.17,4,2.5,2040,5875,2230,5459,2040,0,2,0,0,3,8,2004,0
20637,20160604,392500,30056,37.5109,102.183,4,2.5,2150,7303,1940,9569,2150,0,2,0,0,3,8,2005,0
20655,20161118,540000,30056,37.5078,102.169,5,2.5,3370,4850,2900,5570,3370,0,2,0,0,3,9,2007,0
20577,20160928,440000,30056,37.5073,102.168,4,2.5,2230,5650,1590,7241,2230,0,2,0,0,3,7,2011,0
20636,20160707,230000,30056,37.4977,102.175,3,1,1390,6000,1170,6000,1390,0,1,0,0,3,5,1954,0
20631,20160707,570000,30144,37.5945,102.291,3,2,1640,2808,2270,5328,820,820,1,0,3,4,7,1924,0
20635,20160811,450000,30144,37.5923,102.301,9,7.5,4050,6504,1448,3866,4050,0,2,0,0,3,7,1996,0
20651,20160815,373000,30144,37.5926,102.299,3,2,1400,2445,1400,3200,840,560,1,0,0,3,7,2002,0
20675,20170415,345000,30144,37.5926,102.3,2,1.5,830,1034,1130,2534,830,0,2,0,0,3,8,2009,0
20676,20161016,310000,30144,37.5924,102.299,1,1.5,1120,912,1380,3200,1120,0,3,0,0,3,7,2011,0
20645,20161222,400000,30005,37.593,102.165,3,1,1300,14138,2440,12196,1300,0,1,0,0,4,7,1943,0
20593,20170327,449228,30005,37.5897,102.179,5,2.5,3020,24750,2930,16062,1650,1370,1,0,0,3,8,1965,0
20603,20160721,625000,30075,37.5924,102.048,4,2.25,2470,17008,2470,31798,2470,0,2,0,0,4,8,1979,0
20611,20160905,998000,30075,37.5888,102.04,3,3.75,3710,34412,2390,34412,2910,800,2,0,0,3,10,1978,0
20681,20160904,406430,30075,37.5951,102.036,3,2,1380,15426,1380,15426,1380,0,1,0,0,4,7,1968,0
20689,20160731,460000,30075,37.5926,102.047,3,1.75,1400,12155,2540,23522,1400,0,1,0,0,4,7,1977,0
20605,20160616,999000,30075,37.5911,102.037,4,2.75,2800,19168,2010,16020,2800,0,2,0,0,3,10,1992,0
20623,20170213,584999,30075,37.5945,102.056,4,2.75,2050,17859,2960,20908,1300,750,1,0,0,4,7,1967,0
20643,20170213,607500,30075,37.5952,102.056,4,2.5,2460,45738,2550,32040,1650,810,1,0,0,4,8,1969,0
20599,20170112,835000,30075,37.5938,102.048,4,2.5,2950,48351,2870,34417,2950,0,2,0,0,3,10,1986,0
20626,20160531,660000,30075,37.5916,102.055,3,2.25,2675,40910,2300,39438,2675,0,2,0,0,3,8,1984,0
20643,20170423,785000,30075,37.5944,102.042,4,2.75,2440,69415,2770,24361,1910,530,1,0,0,4,8,1989,0
20657,20160522,749000,30075,37.5937,102.047,4,2.5,2930,18199,2930,33976,2930,0,2,0,0,3,9,1998,0
20664,20161024,936000,30075,37.595,102.04,7,3.75,5100,21802,3350,10005,3640,1460,2,0,0,3,10,2001,0
20668,20161226,860000,30075,37.5953,102.039,4,3.25,3830,10005,2555,5204,3830,0,2,0,0,3,10,2001,0
20672,20170328,1.18E+06,30075,37.5947,102.039,6,6.5,6260,10955,2710,12550,4840,1420,2,0,0,3,11,2007,0
20638,20170212,250000,30056,37.4959,102.174,3,1.75,1200,5478,1270,6855,1200,0,1,0,0,5,6,1955,0
20603,20161008,189900,30056,37.4959,102.172,2,1,800,5600,1100,6000,800,0,1,0,0,5,6,1955,0
20681,20161021,180000,30056,37.4989,102.171,2,1,1150,5695,1150,5695,1150,0,1,0,0,4,6,1958,0
20691,20161013,208950,30056,37.4983,102.172,3,1,960,5700,960,5700,960,0,1,0,0,4,5,1956,0
20646,20161230,150000,30056,37.498,102.17,2,1,870,5700,1020,5700,870,0,1,0,0,4,6,1957,0
20653,20170309,649000,30115,37.6762,102.299,2,1,1280,4840,1860,5500,1200,80,1,0,0,3,7,1908,0
20663,20160715,975000,30115,37.6772,102.296,3,2.5,3050,7410,1890,5814,1950,1100,1.5,0,0,5,8,1950,0
20698,20160912,350000,30115,37.6761,102.3,2,1.5,1070,937,1100,3200,1070,0,3,0,0,3,8,2003,0
20641,20170129,675000,30033,37.677,102.165,5,2,2420,21000,1940,8085,2420,0,1.5,0,0,3,8,1966,0
20620,20161202,625000,30033,37.6775,102.165,3,2.5,1860,10027,1530,9204,1860,0,2,0,0,3,8,1993,0
20637,20160505,1.09E+06,30053,37.6805,102.048,4,2.5,4340,141570,2720,97138,4340,0,2.5,0,0,3,11,1992,0
20619,20161126,730000,30053,37.6813,102.048,4,2.75,3660,150282,3090,53578,3660,0,2,0,0,3,10,1990,0
20621,20161215,715000,30053,37.6789,102.048,3,2.5,2410,46609,3370,40072,2410,0,2,0,0,3,9,1989,0
20653,20170410,894400,30053,37.6854,102.048,3,2.5,3100,45738,3340,45738,3100,0,2,0,0,3,10,1991,0
20656,20161027,600000,30053,37.6876,102.049,4,2.25,2090,45738,3420,45738,2090,0,2,0,0,3,8,1987,0
20664,20170313,610000,30053,37.687,102.047,4,2.25,2240,45738,3180,45738,2240,0,2,0,0,3,7,1988,0
20618,20170423,499950,30014,37.682,101.913,3,2.5,3230,129578,2760,62059,2100,1130,1,0,0,4,8,1964,0
20663,20160729,435000,30014,37.6811,101.915,3,2.5,1778,147823,2840,43676,1778,0,2,0,0,3,7,1999,0
20716,20160507,560000,30014,37.6804,101.913,3,3,4120,60392,2770,64033,3180,940,2,0,2,3,9,1994,0
20617,20161231,406500,30014,37.6802,101.908,3,2.75,1840,68479,2060,61903,1340,500,1,0,2,3,8,1989,0
20665,20160703,265000,30056,37.4974,102.169,3,1,1020,8610,1070,5940,1020,0,1,0,0,5,7,1959,0
20625,20161003,165000,30056,37.4971,102.168,3,1.5,1020,10152,1320,8892,1020,0,1,0,0,5,6,1959,0
20695,20160717,238000,30056,37.5017,102.174,3,1.5,1610,6132,1650,6132,1090,520,1,0,2,4,7,1959,0
20640,20160715,237000,30056,37.5015,102.173,3,1,1160,6132,1280,6132,1160,0,1,0,0,4,7,1958,0
20696,20161003,620000,30072,37.7651,102.166,3,1.75,2410,35236,2110,16980,2410,0,1,0,0,3,8,1980,2001
20736,20161014,542950,30077,37.7696,102.036,3,2.5,2070,39768,2740,44866,2070,0,2,0,0,3,8,1988,0
20740,20170420,815000,30077,37.7687,102.036,3,2.5,2790,53143,2740,47916,2790,0,2,0,0,4,9,1991,0
20729,20170126,537500,30118,37.5384,102.276,5,2.5,4340,9108,2030,6812,2170,2170,1,0,0,5,8,1979,0
20743,20170406,322500,30056,37.5121,102.17,3,1,1020,13504,1110,11158,1020,0,1,0,0,5,7,1959,0
20738,20160718,269950,30056,37.5104,102.171,3,1,990,9950,1370,9260,990,0,1,0,0,5,7,1961,0
20713,20160620,237000,30056,37.511,102.172,3,1,1300,8160,1290,8970,1300,0,1,0,0,4,7,1960,0
20771,20160716,350000,30056,37.5107,102.172,3,1.75,1970,10800,1970,8768,1300,670,1,0,0,4,7,1979,0
20771,20160705,671000,30115,37.6811,102.283,4,3,3130,5700,2080,5700,1750,1380,1.5,0,0,3,7,1953,0
20811,20161215,550000,30115,37.68,102.284,3,1.75,1520,5618,1550,5618,1170,350,1,0,0,3,7,1953,0
20828,20161024,640000,30115,37.6821,102.283,5,1.75,2020,6565,2020,6552,1120,900,1,0,0,3,8,1956,0
20863,20161219,555000,30115,37.6768,102.285,3,2,2080,7020,1920,7000,1040,1040,1,0,0,4,7,1951,0
20873,20160527,535000,30115,37.6774,102.284,2,1,1040,5527,2080,7020,1040,0,1,0,0,3,7,1951,0
20943,20160916,555000,30115,37.6879,102.298,4,1.75,2350,5946,2060,6000,1350,1000,1,0,2,3,8,1957,0
20953,20160513,628000,30115,37.6876,102.298,4,2,2260,6000,2030,5874,1430,830,1,0,0,3,8,1958,0
21042,20170323,564500,30115,37.6909,102.301,4,2.25,1950,6000,1980,6000,1350,600,1,0,0,3,7,1961,0
20982,20170429,805000,30115,37.6932,102.3,4,2.25,2440,9889,1710,6284,1540,900,1,0,0,3,7,1952,0
20992,20161117,740000,30115,37.686,102.297,4,2.75,2560,6900,2600,7200,1480,1080,1,0,0,3,8,1959,0
21065,20170505,653000,30115,37.6878,102.29,2,1.5,1290,5141,1290,5406,1050,240,1,0,0,4,7,1947,0
21015,20161209,470000,30115,37.6877,102.289,2,1,900,5512,1270,5512,900,0,1,0,0,3,7,1947,0
21039,20160612,445000,30115,37.6897,102.285,3,1,1050,5664,1500,5664,910,140,1,0,0,4,7,1947,0
21099,20170331,515000,30115,37.6894,102.284,2,1,1150,5664,1380,5664,870,280,1,0,0,3,7,1948,0
21034,20170417,625000,30115,37.6899,102.283,3,1.75,1840,5664,1480,5664,1270,570,2,0,0,3,7,1948,0
21108,20161210,595000,30115,37.6901,102.282,3,2.25,2400,16301,1720,9828,1400,1000,1,0,0,3,8,1962,0
21129,20161119,508500,30115,37.6868,102.285,4,1.5,1800,6750,1420,5900,1800,0,1.5,0,0,4,7,1950,0
21139,20160913,439500,30115,37.6878,102.285,4,1,1360,5500,1530,5790,1360,0,1.5,0,0,3,7,1950,0
21169,20170415,480000,30115,37.6883,102.282,3,1,1100,5700,1560,6588,1100,0,1,0,0,3,7,1950,0
21209,20161208,849000,30115,37.688,102.281,5,3.25,2450,6534,1620,6534,1770,680,2,0,0,3,8,1951,2014
21340,20160703,529950,30107,37.6755,102.367,3,1,1240,5000,1240,4900,1240,0,1.5,0,0,5,7,1909,0
21270,20160825,500000,30107,37.6755,102.367,2,1,960,5000,1330,5000,960,0,1,0,0,4,7,1900,0
21335,20160902,477000,30117,37.6758,102.369,3,1,960,3600,1580,5000,960,0,1,0,0,4,7,1906,0
21300,20160818,554600,30107,37.6755,102.369,3,1.75,1470,5000,1530,5000,1470,0,1.5,0,0,5,7,1900,0
21330,20170403,576250,30107,37.6755,102.37,2,1.75,1530,5000,1470,5000,1260,270,2,0,0,4,7,1989,0
21320,20170321,503000,30107,37.6748,102.371,3,2,1260,2500,1710,5000,750,510,1,0,0,4,7,1987,0
21350,20170415,730000,30107,37.6743,102.371,3,1.75,1650,5000,1630,5000,1650,0,1.5,0,0,4,8,1900,0
21265,20170121,452000,30107,37.6744,102.369,2,1,980,5000,1270,4500,980,0,1,0,0,3,6,1904,0
21295,20170422,1.07E+06,30107,37.674,102.371,4,2.5,2740,5000,1660,5000,2740,0,2,0,0,3,9,2012,0
21421,20161006,825000,30103,37.6717,102.356,3,1.75,2080,5000,1820,5000,2080,0,2,0,0,5,8,1906,0
21426,20160523,606000,30107,37.6718,102.359,3,1,1500,3920,1640,4017,1000,500,1,0,0,3,7,1947,0
21391,20170311,685000,30107,37.6691,102.36,3,2,2500,6733,1770,6343,1770,730,1,0,0,3,8,1979,0
21372,20160829,475000,30107,37.6698,102.361,2,1,870,7975,1080,5722,870,0,1,0,2,3,7,1946,0
21466,20160923,542000,30117,37.6885,102.376,4,2.5,2020,3440,1520,5080,1480,540,1.5,0,0,4,7,1928,0
21436,20170325,525000,30117,37.6886,102.375,4,2,1540,3740,1090,5080,770,770,1,0,0,4,7,1946,0
21561,20160624,687500,30117,37.6823,102.368,4,1.75,2330,5000,1460,5000,1510,820,1.5,0,0,4,7,1929,0
21506,20160610,566000,30117,37.6823,102.371,4,1.75,2440,5000,2170,5000,1340,1100,1,0,0,3,8,1954,0
21486,20170225,605000,30117,37.682,102.372,2,1.75,1760,5000,1530,5000,940,820,1,0,0,4,7,1927,0
21496,20170501,501000,30117,37.6831,102.373,2,2,1300,2500,1160,5000,770,530,1,0,0,4,7,1926,0
21521,20160826,450000,30117,37.683,102.374,2,1,910,5000,1480,5000,910,0,1,0,0,4,6,1914,0
21521,20170105,725000,30117,37.6816,102.374,4,1.75,2000,3750,1370,5000,1120,880,1,0,0,5,8,1950,0
21522,20161004,330600,30117,37.6829,102.375,1,1,580,1799,1260,4000,580,0,1,0,0,3,7,1908,2005
21486,20161202,580000,30117,37.6827,102.376,5,2.5,2720,5000,1210,5000,1530,1190,1.5,0,0,4,7,1939,0
21561,20160619,499000,30117,37.6808,102.376,3,1.75,1840,5000,1220,5000,920,920,1,0,0,4,7,1910,0
21522,20160801,437000,30117,37.6799,102.375,3,2.25,1130,1221,1300,5000,1030,100,2,0,0,3,8,2004,0
21506,20161218,825000,30117,37.6813,102.372,3,3.5,2670,3000,1750,5000,1870,800,2,0,0,3,9,2014,0
21566,20160721,514000,30117,37.681,102.372,3,1.75,1620,5000,1610,5000,920,700,1,0,0,3,7,1954,0
21566,20161104,457500,30117,37.6803,102.371,2,1,840,5000,1240,5000,840,0,1,0,0,4,7,1908,0
21491,20170422,563000,30117,37.6807,102.369,3,2,1380,5000,1350,5000,1380,0,1.5,0,0,4,7,1917,0
21501,20170406,717000,30117,37.6805,102.369,3,1,1150,5000,1160,5000,1150,0,1,0,0,3,8,1959,2015
21531,20161107,697000,30117,37.6813,102.367,4,3,2820,2850,1570,4500,1860,960,1.5,0,0,5,7,1928,0
21506,20170202,519000,30117,37.6805,102.366,3,1.75,2000,5680,1230,4535,1080,920,1,0,0,4,7,1903,0
21541,20160827,641250,30117,37.6963,102.393,3,2.5,2220,2550,2200,5610,2220,0,3,0,2,3,10,1990,0
21566,20160918,722500,30117,37.6948,102.395,4,3.5,2600,5100,2000,6720,1820,780,2,0,0,3,8,2003,0
21556,20160512,620000,30117,37.6948,102.394,3,1.5,1620,6630,1880,5100,1280,340,1,0,0,3,8,1954,0
21741,20160516,490000,30117,37.6865,102.399,2,1,1160,5000,1750,5000,1160,0,1,0,0,4,8,1937,0
21781,20160514,546000,30117,37.6859,102.399,3,1.75,2000,5000,1750,5000,1110,890,1,0,0,4,7,1921,0
21816,20160624,845000,30117,37.6838,102.4,3,2,2540,4750,2190,4750,1840,700,1.5,0,0,5,9,1930,0
21746,20160502,790000,30117,37.6833,102.4,3,2.5,2600,4750,2380,4750,1700,900,1,0,0,4,9,1951,0
21821,20160922,1.06E+06,30117,37.6852,102.4,4,2.75,4510,5000,2010,5000,3270,1240,2.5,0,2,3,8,1941,2000
21798,20160707,536000,30107,37.6684,102.363,2,1.5,1130,746,1520,1519,1030,100,2,0,0,3,8,2009,0
21874,20161111,515000,30107,37.6681,102.362,2,1.5,1400,5000,1530,4200,1150,250,1,0,0,4,7,1904,0
21870,20161222,436000,30107,37.6684,102.365,3,2.5,1150,1193,1450,1640,1020,130,2,0,0,3,8,2006,0
21881,20170501,452950,30107,37.6684,102.365,3,2.5,1150,1194,1450,1714,1020,130,2,0,0,3,8,2006,0
21884,20170109,465000,30107,37.6685,102.365,3,2.25,1450,1540,1450,1540,1180,270,2,0,0,3,8,2005,0
21805,20161118,594000,30107,37.6674,102.365,3,1,1320,5000,1700,5000,1090,230,1,0,0,4,7,1920,0
21800,20160623,800000,30107,37.6678,102.361,4,3,3520,4895,1570,2153,1980,1540,1,0,0,3,8,1954,0
21845,20160925,477000,30107,37.6667,102.361,3,2,1750,4990,1700,5000,950,800,1,0,0,3,7,1916,0
21870,20160522,492000,30107,37.6662,102.365,4,2,1640,5000,1240,5000,1640,0,2,0,0,3,7,1907,1983
21795,20170406,670000,30107,37.6662,102.364,3,1.75,1730,3400,1640,5000,970,760,1,0,0,5,7,1928,0
21830,20160808,870000,30107,37.6655,102.363,5,4,3400,5000,1910,5000,2320,1080,2,0,0,3,8,1900,2013
21890,20160625,750000,30107,37.6652,102.362,3,1.5,1840,5000,1840,5000,1340,500,1.5,0,0,5,7,1915,0
21834,20161003,553000,30107,37.6719,102.392,2,2,1400,1512,1400,3500,940,460,2,0,0,3,8,2006,0
21827,20170401,445000,30107,37.6715,102.392,2,2.25,1200,1137,1280,1295,1200,0,3,0,0,3,7,2007,0
21835,20161212,479950,30107,37.6714,102.392,2,2.25,1360,1336,1280,1295,1360,0,3,0,0,3,8,2008,0
21841,20161016,460000,30107,37.6704,102.391,3,3.25,1370,1194,1320,1217,1370,0,3,0,0,3,8,2005,0
21848,20161202,505500,30107,37.6704,102.391,3,2.5,1300,1187,1320,1194,1300,0,3,0,0,3,8,2005,0
21850,20160827,418000,30107,37.6705,102.39,3,2,1250,1306,1320,1250,1250,0,3,0,0,3,7,2001,0
21852,20161217,430000,30107,37.6704,102.39,2,1.5,1320,1194,1320,1250,1320,0,3,0,0,3,7,2001,0
21855,20170225,491000,30107,37.6705,102.39,3,2,1250,1306,1320,1306,1250,0,3,0,0,3,7,2000,0
21859,20160620,525000,30107,37.6722,102.391,3,2.25,1750,1879,1750,3155,1750,0,3,0,0,3,8,2001,0
21979,20160627,480000,30103,37.661,102.338,2,1,1500,3420,2050,3420,1500,0,1,0,0,3,7,1902,0
22130,20160815,866800,30117,37.6772,102.399,4,3.5,2970,5000,1470,4560,2200,770,2,0,2,3,9,2001,0
22055,20160523,1.33E+06,30117,37.6773,102.403,4,3,3370,7920,2730,7380,1860,1510,1,0,3,3,10,1988,0
22065,20160606,1.37E+06,30117,37.6792,102.404,2,2.25,2460,16940,2260,6851,1930,530,1.5,0,4,4,9,1936,0
22110,20160515,840000,30117,37.6765,102.404,4,1.75,2930,11562,2530,6517,1670,1260,1,0,3,3,9,1947,0
22142,20160811,1.05E+06,30117,37.6763,102.404,3,2.25,2930,7005,2450,6460,2670,260,3,0,2,3,9,1999,0
22256,20161211,245000,30002,37.311,102.227,4,1.5,2010,7561,1420,6564,1890,120,1.5,0,0,4,7,1921,0
22213,20170222,279950,30002,37.3109,102.229,4,2.75,2420,8700,1070,4804,2420,0,1.5,0,0,4,7,1914,0
22524,20170310,285000,30133,37.7775,102.337,4,2,2120,6865,1460,7780,1060,1060,1,0,0,3,7,1954,0
22539,20170309,270000,30133,37.7775,102.336,3,1,1480,7374,1480,8934,760,720,1,0,0,3,6,1954,0
22581,20161118,510000,30074,37.6037,102.043,3,2.5,2540,40106,3190,71797,2540,0,2,0,0,3,10,1991,0
22651,20161006,760750,30074,37.6027,102.043,3,2.5,3190,49137,3240,53143,3190,0,2,0,0,3,9,1988,0
22633,20161203,762000,30103,37.6629,102.329,3,1.75,2150,2527,1610,3663,1400,750,2,0,0,4,8,1906,0
22624,20170130,662500,30103,37.6624,102.333,3,2,2070,4200,1490,4560,1670,400,1.5,0,0,4,7,1906,0
22663,20160714,980000,30103,37.662,102.329,4,2,2190,4560,2190,4560,2190,0,2.5,0,0,5,8,1910,0
22583,20160630,765000,30103,37.6621,102.33,5,3,2870,5700,1730,5529,1950,920,1,0,0,3,7,1964,0
22593,20160630,875000,30103,37.6605,102.331,4,1.5,1800,3245,1800,4275,1800,0,1.5,0,0,4,8,1929,0
22648,20170323,700000,30103,37.6606,102.331,4,1,1980,4560,1810,3245,1980,0,1.5,0,0,3,7,1920,0
22589,20160825,459500,30103,37.6607,102.333,2,1.5,1170,1079,1170,1116,1170,0,3,0,0,3,7,2003,0
22602,20160715,466000,30103,37.6608,102.333,2,1.5,1140,1058,1170,1116,1140,0,3,0,0,3,7,2005,0
22678,20170407,832600,30103,37.6601,102.332,4,1,1640,4200,1730,3990,1640,0,1.5,0,0,3,7,1925,0
22668,20160623,660000,30103,37.6597,102.331,3,3.25,1980,2850,1630,4560,1980,0,3,0,0,3,7,1987,0
22613,20160810,720001,30103,37.6601,102.331,3,2.5,1430,2200,1740,4275,1430,0,1.5,0,0,4,7,1910,0
22691,20170505,350000,30055,37.4414,102.189,4,2.25,1780,10416,1780,9975,1060,720,1,0,0,5,7,1963,0
22695,20161111,554950,30116,37.5758,102.382,4,1.75,1740,4816,1210,5074,870,870,1,0,0,5,7,1942,0
22700,20160922,650000,30116,37.5767,102.383,3,2,2520,5980,1590,5750,1790,730,1,0,0,3,8,1957,0
22735,20160707,631500,30116,37.5778,102.382,4,2,2530,5650,1310,5750,1910,620,1.5,0,0,4,8,1910,0
22715,20170408,532000,30116,37.5773,102.383,3,1,1820,5750,1500,5750,1120,700,1,0,0,3,7,1918,0
22773,20160513,550000,30005,37.5877,102.157,4,2,2250,7500,1440,7500,1200,1050,1,0,0,5,7,1956,0
22778,20161016,556000,30005,37.589,102.156,4,2.5,2230,7200,1920,7200,1220,1010,1,0,0,4,7,1957,0
22718,20161020,411100,30005,37.5882,102.155,3,1.5,1040,10323,1580,7200,1040,0,1,0,0,4,7,1958,0
22800,20170102,440000,30034,37.72,102.236,4,2.75,2420,10200,2240,9750,1220,1200,1,0,0,3,8,1962,0
22781,20160508,868500,30056,37.531,102.204,3,2.5,2920,3942,2920,3942,2920,0,3,0,0,3,10,2008,0
22831,20161008,2.23E+06,30056,37.5285,102.205,3,3.5,3760,5634,3560,5762,2830,930,2,1,4,3,11,2014,0
22851,20160811,3.00E+06,30056,37.5283,102.205,3,3.5,4410,10756,3550,5634,3430,980,2,1,4,3,11,2014,0
22781,20160616,798800,30056,37.5299,102.203,3,2.75,2670,3738,2610,3734,1720,950,1,0,0,3,10,2013,0
22771,20160507,630000,30056,37.5304,102.202,2,2.25,2550,5663,2560,3828,1720,830,1,0,0,3,10,2011,0
22825,20160714,602000,30122,37.6103,102.3,3,2.5,1640,3804,1440,3230,1640,0,2,0,0,3,8,1998,0
22837,20160716,267300,30092,37.2568,102.07,3,1.75,1890,93218,1690,172062,1890,0,1,0,0,4,7,1964,0
22844,20160805,437000,30177,37.7753,102.359,3,2.25,1980,8775,1550,9240,1290,690,1,0,0,3,7,1959,0
22827,20160708,819000,30198,37.3429,102.33,3,2.75,3176,13391,3470,12779,2726,450,2,0,3,4,9,1985,0
22854,20161201,950000,30003,37.3389,102.334,4,4,5635,9695,3726,9765,4360,1275,2,0,3,3,10,2011,0
22852,20170417,579000,30010,37.3401,101.946,3,2.5,3160,286181,2110,94663,3160,0,2,0,3,3,9,2002,0
22851,20161113,310000,30070,37.4222,102.443,2,1.5,1040,83199,1760,75794,870,170,1,0,0,4,7,1965,0
22854,20160606,160000,30070,37.4208,102.445,3,1,1210,103237,1880,40510,1210,0,1,0,0,2,6,1918,1960
22922,20160627,459000,30148,37.431,102.335,4,3,2530,10000,1420,9898,2530,0,2,0,0,3,7,2013,0
22852,20160729,210000,30198,37.4232,102.324,5,1.75,2340,9148,1390,10019,2340,0,2,0,0,3,7,1957,0
22870,20170402,195000,30148,37.4297,102.325,4,1.75,1320,7694,1620,8468,1320,0,1,0,0,3,7,1928,1972
22862,20160612,173000,30055,37.4261,102.199,2,1,820,10450,1240,11200,820,0,1,0,0,4,7,1965,0
22911,20161105,372000,30031,37.4193,102.194,4,2.75,2330,14175,1480,10125,1800,530,1,0,0,3,7,1980,0
22879,20170429,465000,30058,37.4262,102.187,3,1,1150,18200,1714,18200,1150,0,1,0,0,5,7,1959,0
22907,20160616,230000,30031,37.4233,102.198,3,1.75,1400,6956,1400,9375,1400,0,1,0,0,4,7,1957,0
22921,20160814,220000,30055,37.4238,102.197,3,1,1460,10200,1460,8500,1460,0,1,0,0,4,7,1957,0
22938,20170417,235000,30055,37.4243,102.198,3,1,1460,8400,1460,9600,1460,0,1,0,0,3,7,1958,0
22948,20170204,300000,30031,37.4212,102.199,3,1.75,1280,12776,1680,11704,1280,0,1,0,0,4,7,1977,0
22876,20160528,157500,30031,37.4217,102.197,2,1,740,9003,1230,8050,740,0,1,0,0,3,5,1949,0
22901,20170326,358800,30031,37.4204,102.201,4,2.5,2155,8140,2155,7245,2155,0,2,0,0,3,8,1996,0
22871,20160714,599000,30058,37.4186,102.079,5,2.5,2950,72309,1480,56192,2950,0,2,0,0,3,8,2006,0
22946,20161125,150000,30058,37.422,102.066,2,1,720,212137,2010,109642,720,0,1,0,0,3,5,1982,0
22860,20170127,678500,30058,37.4239,102.068,4,3,2620,214750,2060,212137,2620,0,2,0,0,3,8,1992,0
22868,20170512,550000,30038,37.4168,102.074,3,2.5,2720,62310,2770,204296,2040,680,1,0,0,3,8,1985,0
22864,20170322,608000,30038,37.4166,101.94,3,2,2400,217800,2340,207781,1590,810,2,0,0,3,8,1975,0
22871,20170327,700000,30038,37.4188,101.949,3,2.5,2530,623779,2120,100623,2530,0,1,0,0,4,8,1980,0
22876,20160619,470000,30038,37.4164,101.951,3,2,1730,38884,2130,91040,1730,0,1,0,0,3,8,1997,0
22916,20170408,649950,30038,37.4167,101.936,3,2.5,3310,387684,2340,189050,2160,1150,1,0,0,3,8,1919,1996
22917,20170506,513000,30038,37.4178,101.937,3,2.5,2150,161607,2400,207781,1330,820,2,0,0,3,7,1995,0
22876,20160826,255000,30168,37.5095,102.313,2,1,1610,19965,2100,28400,1610,0,1,0,0,3,7,1952,0
22965,20160522,150000,30168,37.5119,102.329,2,1,820,10270,1670,10086,820,0,1,0,0,3,7,1954,0
22944,20161209,975000,30004,37.5907,102.196,4,2.25,2420,15482,2870,13905,2420,0,2,0,0,4,8,1925,1997
22955,20160506,1.80E+06,30004,37.5974,102.202,5,5,4490,10279,2490,10279,3930,560,2,0,0,3,10,2013,0
22985,20160825,775000,30004,37.5975,102.196,3,1.75,1640,18730,1670,12154,1640,0,1.5,0,0,4,7,1946,0
22940,20160606,1.60E+06,30004,37.5979,102.197,4,3.5,4280,9583,2360,10031,4280,0,2,0,0,3,11,2005,0
22900,20170220,650000,30004,37.5933,102.195,4,1.75,1900,10454,2060,11325,1180,720,1,0,0,4,7,1954,0
22933,20170319,870000,30004,37.595,102.203,4,1.75,2780,11000,2350,11700,1560,1220,1,0,0,3,9,1964,0
22942,20160922,1.39E+06,30004,37.5969,102.206,4,2.5,3450,17400,3770,19530,2180,1270,1.5,0,0,4,9,1964,0
22914,20170226,999999,30004,37.5983,102.2,3,2.5,2100,4097,1780,4764,2100,0,2,0,0,3,9,2008,0
22915,20170219,990400,30004,37.5983,102.2,3,2.5,2100,4097,1820,4764,2100,0,2,0,0,3,9,2008,0
22922,20170130,1.70E+06,30004,37.599,102.197,4,3.5,3830,8963,2190,10777,3120,710,2,0,0,3,10,2014,0
22904,20160911,622500,30075,37.5886,102.074,3,2.5,2290,14374,2290,33450,2290,0,2,0,0,3,8,1983,2012
22912,20161120,1.15E+06,30075,37.5927,102.064,4,3.25,4400,262666,3240,9791,4400,0,2,0,0,3,11,1988,0
22913,20170422,1.05E+06,30075,37.5964,102.077,4,4,4550,54013,3540,39634,2300,2250,1,0,1,4,9,1989,0
22930,20160710,505000,30075,37.597,102.059,2,1,1240,57000,3050,25545,1240,0,1,0,0,3,7,1962,0
22942,20170402,700000,30075,37.59,102.058,3,1.5,1460,78408,3320,7787,1460,0,1,0,0,4,7,1963,0
22968,20161024,450000,30075,37.5887,102.064,4,2.5,2450,20348,2450,50094,1410,1040,1,0,0,3,8,1978,0
22894,20160723,850000,30075,37.5936,102.077,4,2,3380,90968,3380,42740,1690,1690,1,0,0,4,9,1979,0
22908,20160509,759000,30075,37.5917,102.068,3,2.25,2950,78843,3880,78843,2950,0,1.5,0,0,3,9,2006,0
